SKU,Title,Quantity,"30 Days Item Sale","Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
APL-001-0776,"LCD Screen for iPad Air / iPad 5 (2017)",13,9,210.00,6.72,5.06,32.00,80.8400,80.8400,41.0900,39.19,0.00,0.00,49.99,0.00,0.00,0.00,0.00,50.00
APL-001-1180,"LCD and Touch Screen Digitizer for iPod Touch 5 Black",0,4,150.00,6.70,5.26,23.17,49.9900,49.9900,28.4900,19.93,24.49,22.99,31.99,0.00,0.00,,,34.99
APL-001-1248,"Front Screen Glass for iPhone 4S White",23,0,6.00,6.32,0.83,1.08,2.5920,2.0900,0.6900,,,,,0.00,,,,
APL-001-1250,"Front Screen Glass for iPhone 4/4S Black",6,0,5.00,6.50,3.57,1.32,3.1700,2.4900,0.6900,,,,,0.00,,,,
APL-001-1252,"Front Screen Glass for iPhone 6 - Black",119,0,11.00,6.50,1.24,1.88,4.5700,3.3900,0.6900,10.79,4.49,1.20,0.00,0.00,,,0.00,
APL-001-1254,"Front Screen Glass for iPhone 6 - White",35,1,11.00,6.50,1.24,1.88,4.5700,3.3900,0.6900,2.38,4.49,1.99,0.00,0.00,,,0.00,
APL-001-1256,"Front Screen Glass for iPhone 6 Plus - Black",144,0,12.00,6.50,1.06,2.01,4.5200,3.3900,0.6900,0.00,0.00,0.80,2.99,0.00,,,0.00,
APL-001-1258,"Front Screen Glass for iPhone 6 Plus - White",118,1,12.00,6.50,1.06,2.01,4.5200,3.3900,0.6900,1.95,4.49,1.50,2.99,0.00,,,0.00,
APL-001-2047,"LCD and Touch Screen Digitizer for iPad Air 2 - White",9,3,930.00,6.70,3.45,139.32,299.9900,209.8900,209.8900,231.64,179.49,145.99,199.99,,151.95,0.00,0.00,149.00
APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black",8,3,910.00,6.65,6.50,137.82,299.9900,209.8900,209.8900,214.03,0.00,145.99,199.99,214.23,151.95,,0.00,149.00
APL-001-2062,"Touch Screen Digitizer for iPod Nano 7 - Black",4,0,80.00,6.32,1.48,12.89,29.9900,29.9900,15.9900,,0.00,,,0.00,,,,14.99
APL-001-2063,"LCD and Touch Screen Digitizer for iPod Nano 6 - Black",3,0,25.00,6.43,1.08,4.06,19.9900,15.9900,5.0900,5.26,,,,,,,,11.99
APL-001-2065,"LCD for iPod Nano 6",3,0,0.00,0.00,0.00,0.00,6.9900,5.9900,4.7900,5.26,0.00,,,0.00,,,,13.99
APL-001-2080,"LCD and Touch Screen Digitizer for iPhone 5S SE - White (Premium)",44,90,85.00,6.70,3.23,13.17,34.8500,34.8500,15.7900,16.09,21.49,19.99,20.99,24.73,0.00,0.00,,
APL-001-2089,"LCD and Touch Screen Digitizer for iPhone 5C - Black (Premium)",31,31,85.00,6.70,3.23,13.17,44.9900,44.9900,15.7900,15.85,0.00,19.99,20.99,22.61,0.00,0.00,,
APL-001-2090,"LCD and Touch Screen Digitizer for iPhone 5S SE - Black (Premium) ",62,84,85.00,6.70,3.23,13.17,34.8500,34.8500,15.7900,15.85,0.00,19.99,20.99,24.73,0.00,0.00,,
APL-001-2091,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Premium)",61,98,126.00,6.70,3.23,19.29,52.2500,52.2500,24.0900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
APL-001-2092,"LCD and Touch Screen Digitizer for iPhone 6 - White (Premium)",87,61,126.00,6.70,3.23,19.29,52.2500,52.2500,24.0900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
APL-001-2093,"LCD and Touch Screen Digitizer for iPhone 6 Plus - Black (Premium)",57,12,240.00,6.70,3.23,36.30,99.9500,99.9500,45.7900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
APL-001-2094,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Premium)",50,12,240.00,6.70,3.23,36.30,99.9500,99.9500,45.7900,45.86,52.49,47.99,51.99,54.17,0.00,0.00,0.00,
APL-001-2100,"LCD and Touch Screen Digitizer Assembly for iPhone 6 Plus - White (Premium) - Grade B",4,0,0.00,0.00,0.00,0.00,37.9900,,0.0000,45.86,52.49,,0.00,,,,,
APL-001-2107,"LCD Backlight Film for iPhone 6 Plus (Premium)",32,0,20.00,6.43,0.36,3.17,6.6600,5.2900,1.9900,5.51,,,2.49,0.00,,,,
APL-001-2108,"LCD Backlight Film for iPhone 6 (Premium)",1,0,18.00,6.46,2.08,3.11,6.4400,4.7900,1.7900,2.31,,1.99,1.99,0.00,,,0.00,
APL-001-2109,"LCD Backlight Film for iPhone 5C 5S (Premium)",41,0,8.00,6.43,1.81,1.53,3.5280,2.7900,1.5900,2.25,2.99,0.80,4.99,0.00,,,,2.49
APL-001-2111,"LCD Backlight Film for iPhone 5 ",66,0,8.00,6.43,0.36,1.30,3.5280,2.7900,1.5900,0.68,2.99,,4.99,0.00,,,,3.50
APL-001-2116,"LCD and Touch Screen Digitizer for iPhone 6 Plus - Black (Aftermarket Premium / Economy Plus)",137,259,12.50,1.00,0.00,12.50,28.9900,28.9900,15.9900,16.55,19.49,15.99,0.00,13.96,14.45,0.00,0.00,16.99
APL-001-2123,"Front Screen Glass for iPhone 6s Plus - White",0,0,11.00,6.50,2.74,2.11,4.7500,3.4900,2.1900,0.00,4.49,2.99,2.99,0.00,,,0.00,
APL-001-2136,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Aftermarket Premium / Economy Plus)",142,401,12.50,1.00,0.00,12.50,28.9900,28.9900,15.9900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
APL-001-2144,"LCD and Touch Screen Digitizer for iPhone 5 - Black (Premium)",44,10,85.00,6.70,3.23,13.17,59.9900,59.9900,16.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.99
APL-001-2152,"LCD and Touch Screen Digitizer for iPhone 5 - White (Premium) ",38,13,85.00,6.70,3.23,13.17,59.9900,59.9900,16.5900,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,
APL-001-2153,"Touch Screen Digitizer and IC Control Circuit Logic Board Flex Cable for iPad mini 3 - White - Grade A",0,0,0.00,0.00,0.00,0.00,19.0000,,14.7900,,,,,13.39,,,,
APL-001-2182,"Touch Screen Digitizer and IC Control Circuit Logic Board Flex Cable for iPad mini 3 - Black - Grade A",0,0,0.00,0.00,0.00,0.00,17.6000,,0.0000,,,,,12.96,,,,
APL-001-2184,"LCD and Touch Screen Digitizer for iPad Mini 4 - Black",9,3,610.00,6.27,6.10,98.26,179.9900,179.9900,99.9900,87.01,127.49,95.99,109.99,0.00,115.95,0.00,0.00,124.99
APL-001-2195,"Touch Screen Digitizer With Home Button for iPad 4 - Black (Premium)",90,60,46.00,6.72,8.13,8.06,19.9900,19.9900,8.8900,9.01,0.00,11.99,10.99,0.00,11.95,,0.00,
APL-001-2196,"Touch Screen Digitizer With Home Button for iPad 4 - White (Premium)",7,22,46.00,6.65,5.13,7.69,19.9900,19.9900,8.8900,8.99,12.49,11.99,10.99,0.00,9.95,,0.00,
APL-001-2197,"Touch Screen Digitizer With Home Button for iPad 3 - Black (Premium)",64,38,45.00,6.72,8.13,7.91,19.9900,19.9900,8.8900,9.01,11.49,11.99,10.99,12.93,11.95,,9.00,12.99
APL-001-2198,"Touch Screen Digitizer With Home Button for iPad 3 - White (Premium)",33,28,45.00,6.72,8.13,7.91,19.9900,19.9900,8.8900,8.99,11.49,9.50,10.99,0.00,11.95,,0.00,12.99
APL-001-2199,"Touch Screen Digitizer With Home Button for iPad 2 - Black (Premium)",79,80,45.00,6.72,8.13,7.91,19.9900,19.9900,8.9900,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00
APL-001-2200,"Touch Screen Digitizer With Home Button for iPad Air - Black (Premium)",152,83,60.00,6.72,5.06,9.68,36.9900,36.9900,14.6900,14.86,21.49,19.99,16.99,12.93,17.95,0.00,0.00,19.99
APL-001-2201,"Touch Screen Digitizer With Home Button for iPad Air - White (Premium)",82,52,60.00,6.72,5.06,9.68,36.9900,36.9900,14.6900,14.79,22.49,19.99,16.99,12.93,17.95,0.00,0.00,19.99
APL-001-2202,"Touch Screen Digitizer with Home Button And IC Chip for iPad Mini & iPad Mini 2 - Black (Premium)",128,123,64.00,6.72,5.06,10.28,29.9900,29.9900,16.3900,16.51,19.49,25.99,23.99,21.55,19.95,0.00,,14.99
APL-001-2203,"LCD and Touch Screen Digitizer for iPhone 6S Plus - Black (Premium)",34,20,320.00,6.50,3.29,49.74,99.9900,99.9900,54.8900,57.14,65.49,57.99,74.99,73.70,0.00,0.00,0.00,
APL-001-2204,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Premium)",17,31,315.00,6.70,3.23,47.50,99.9900,99.9900,54.8900,54.99,0.00,57.99,74.99,73.70,0.00,0.00,0.00,
APL-001-2210,"LCD and Touch Screen Digitizer for iPhone 6s - Black (Premium)",11,56,175.00,6.70,3.23,26.60,64.9900,64.9900,31.6900,33.53,35.49,33.99,44.99,40.99,0.00,0.00,0.00,
APL-001-2211,"LCD and Touch Screen Digitizer for iPhone 6s - White (Premium)",8,66,175.00,6.70,3.23,26.60,64.9900,64.9900,31.6900,31.74,0.00,33.99,44.99,40.99,0.00,0.00,0.00,36.00
APL-001-2215,"Touch Screen Digitizer with Home Button And IC Chip for iPad Mini & iPad Mini 2 - White (Premium)",135,116,64.00,6.72,5.06,10.28,29.9900,29.9900,16.3900,16.47,19.49,25.99,23.99,21.55,19.95,0.00,,14.99
APL-001-2218,"Glass With OCA iPhone 5 - White (Premium)",275,0,9.00,6.43,0.74,1.51,3.9900,2.7900,0.9900,,,1.20,0.00,0.00,,,0.00,
APL-001-2220,"Glass With OCA iPhone 5G 5C 5S - Black (Premium)",131,0,9.00,6.43,0.74,1.51,4.9900,,0.9900,,,,0.00,0.00,,,0.00,
APL-001-2222,"Glass With Frame for iPhone 6S - White",0,0,25.00,6.50,3.83,4.44,8.3400,6.5900,0.7900,5.57,8.49,2.99,,,,,,
APL-001-2223,"Glass With Frame for iPhone 6S - Black",28,0,25.00,6.50,3.83,4.44,8.3400,6.5900,0.7900,5.59,9.49,1.50,0.00,,,,,
APL-001-2225,"LCD Backlight Film for iPhone 6 - Standard ",21,0,20.00,6.46,2.08,3.42,5.9900,,1.9900,2.31,3.49,,1.99,0.00,2.49,,0.00,3.99
APL-001-2226,"LCD Backlight Film for iPhone 6 Plus - Standard",5,0,20.00,6.70,2.27,3.32,7.1820,5.6900,2.9900,5.51,3.99,2.50,0.49,,,,,3.99
APL-001-2229,"Glass  With OCA for iPhone 6 Plus - White (OEM)",8,0,15.00,6.43,0.90,2.47,5.5600,4.0900,1.7900,,0.00,,4.99,,,,,
APL-001-2230,"Glass With OCA for iPhone 6 Plus - Black (OEM)",31,0,15.00,6.43,0.90,2.47,5.5600,4.0900,1.7900,,5.49,2.10,0.00,,,,,
APL-001-2231,"Glass With OCA for iphone 6 Plus - White AA",71,0,12.00,6.43,0.90,2.01,4.5200,3.3900,1.9900,,8.49,,,0.00,,,0.00,
APL-001-2232,"Glass With OCA for iPhone 6 Plus - Black AA",16,0,12.00,6.43,0.90,2.01,4.5200,3.3900,1.4900,,8.49,2.10,,0.00,,,0.00,
APL-001-2251,"Glass With Frame for iPhone 6S Plus - White",0,0,28.00,6.50,0.83,4.44,8.4400,7.1900,1.9900,6.45,9.49,1.50,,0.00,,,,
APL-001-2252,"Glass With Frame for iPhone 6S Plus - Black",0,0,28.00,6.50,0.83,4.44,8.4400,7.1900,2.9900,6.31,12.99,2.99,,0.00,,,,
APL-001-2253,"3D Touch Backlight for iPhone 6S Plus (Premium)",38,0,0.00,0.00,0.00,0.00,23.9900,23.9900,9.9900,8.12,,,,,,,,
APL-001-2254,"Front Glass Lens for iPhone 6S - White (Premium)",6,0,0.00,0.00,0.00,0.00,6.9900,,1.4900,0.00,4.49,1.99,,0.00,,,,
APL-001-2256,"iPhone 6S 3D Touch Backlight (Premium)",12,0,0.00,0.00,0.00,0.00,89.9900,,14.9900,22.50,,,,,,,,
APL-001-2259,"LCD and Touch Screen Digitizer for iPod Touch 6 - White",3,5,150.00,6.72,1.28,22.51,49.9900,45.7000,36.9900,,0.00,22.99,31.99,0.00,,,,
APL-001-2260,"LCD and Touch Screen Digitizer for iPod Touch 6 - Black",0,3,170.00,6.39,5.95,27.54,49.9900,45.7000,36.9900,,24.49,22.99,31.99,0.00,,,,
APL-001-2265," LCD and Touch Screen Digitizer for Apple Watch 38mm (1st Gen)",3,1,330.00,6.43,1.08,51.49,123.7700,123.7700,57.7900,57.71,0.00,,74.99,0.00,,,,
APL-001-2272,"LCD and Touch Screen Digitizer for Apple Watch 42mm (1st Gen)",7,6,350.00,6.72,1.28,52.27,129.9900,129.9900,61.0900,0.00,71.49,,74.99,0.00,,,,
APL-001-2275,"Touch Screen Digitizer With Home Button for iPad 2 - White (Premium)",86,34,45.00,6.72,8.13,7.91,19.9900,19.9900,8.9900,0.00,0.00,0.00,0.00,,0.00,,,
APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Aftermarket Premium / Economy Plus)",272,342,13.50,1.00,0.00,13.50,44.9900,44.9900,17.1900,17.30,23.49,15.99,0.00,22.02,14.45,0.00,0.00,0.00
APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Aftermarket Premium / Economy Plus)",496,507,13.50,1.00,0.00,13.50,44.9900,44.9900,17.1900,17.23,27.49,15.99,0.00,22.02,14.45,0.00,0.00,17.99
APL-001-2308,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Aftermarket Premium / Economy Plus)",151,958,10.50,1.00,0.00,10.50,21.9900,21.9900,13.2900,13.89,17.49,13.50,0.00,20.64,11.95,0.00,0.00,13.99
APL-001-2309,"LCD and Touch Screen Digitizer for iPhone 6 - White (Aftermarket Premium / Economy Plus)",194,597,10.50,1.00,0.00,10.50,21.9900,21.9900,13.2900,13.99,17.49,13.50,0.00,15.10,11.95,0.00,0.00,13.99
APL-001-2310,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Aftermarket Premium / Economy Plus)",149,404,16.50,1.00,0.00,16.50,47.9900,79.9900,21.2900,22.88,27.49,20.99,0.00,17.30,16.95,0.00,0.00,22.99
APL-001-2311,"LCD and Touch Screen Digitizer for iPhone 6S Plus - Black (Aftermarket Premium / Economy Plus)",173,268,16.50,1.00,0.00,16.50,47.9900,79.9900,21.2900,22.74,27.49,20.99,0.00,17.30,16.95,0.00,0.00,22.99
APL-001-2325,"LCD and Touch Screen Digitizer for iPad Pro 9.7 - Black (Standard)",4,8,650.00,6.72,1.28,96.92,169.9900,169.9900,125.2900,117.23,127.49,129.99,139.99,,,,0.00,129.99
APL-001-2326,"LCD and Touch Screen Digitizer for iPad Pro 9.7 - White (Standard) ",8,2,650.00,6.30,6.31,104.18,169.9900,169.9900,125.2900,116.01,127.49,129.99,139.99,,,,0.00,129.99
APL-001-2327,"LCD and Touch Screen Digitizer for iPad Pro 12.9 (1st Gen) - Black (Standard)",4,1,550.00,6.30,9.15,88.75,237.9900,129.9900,129.9900,125.83,149.49,0.00,139.99,,,,0.00,224.99
APL-001-2333,"Metal Shield Backplate with Flex Cable for iPhone 6 ",11,14,9.00,6.65,0.54,1.43,4.9900,,1.9900,1.16,0.00,1.99,1.49,6.25,0.00,,0.00,
APL-002-0756,"Middle Chassis Midframe Bezel Complete Assembly for iPhone 4S Silver/Black",0,0,0.00,0.00,0.00,0.00,32.9500,31.9900,29.9900,,,,,0.00,,,,
APL-002-0820,"Mid-Frame Bezel with Adhesive for iPad 2 3 4 - Black Premium (Pack of 10)",11,5,35.00,6.70,0.97,5.37,11.3925,9.5700,8.9900,1.25,1.50,0.85,1.99,1.11,1.49,,1.00,3.00
APL-002-0821,"Mid-Frame Bezel with Adhesive for iPad 2 3 4 - White Premium (Pack of 10)",16,2,35.00,6.25,5.37,6.46,11.7075,9.8300,8.9900,1.25,1.50,0.85,1.99,1.52,1.49,,1.00,3.00
APL-002-0823,"Charging Port Flex Cable for iPad 1",0,0,85.00,6.88,1.36,12.55,19.9200,17.9900,4.9900,,,,,14.43,,,0.00,
APL-002-0825,"Touch Screen Digitizer Frame Bezel for iPhone 5 Black",150,1,3.00,6.50,1.36,0.67,1.6800,1.4900,0.3900,,,,,0.00,,,,
APL-002-0827,"Touch Screen Digitizer Frame Bezel for iPhone 5 White",143,1,3.00,6.50,1.36,0.67,1.6800,1.4900,0.3900,,,,,0.00,,,,
APL-002-0845,"Middle Chassis Midframe Bezel Complete Assembly for iPhone 4S Silver/White",0,0,0.00,0.00,0.00,0.00,38.8900,38.8900,32.9500,,,,,0.00,,,,
APL-002-1164,"Glass Housing Back Plate with Frame for ATT iPhone 4 White",6,0,4.00,6.88,4.11,1.18,3.2880,2.5900,1.9900,1.00,4.49,,0.00,,,,,
APL-002-1166,"Glass Housing Back Plate with Frame for ATT iPhone 4  Black",0,0,4.00,6.36,1.56,0.87,2.1300,2.1300,1.0900,1.00,,,0.00,,,,,
APL-002-1168,"Glass Housing Back Plate with Frame for Verizon/Sprint iPhone 4 and 4S Black",0,0,4.00,6.76,1.13,0.76,3.5520,2.7900,1.4900,,,,0.00,0.00,,,,
APL-002-1170,"Glass Housing Back Plate with Frame for Verizon/Sprint iPhone 4 and 4S White",0,0,4.00,6.56,3.57,1.15,3.2880,2.5900,1.9900,,,,2.99,0.00,,,,
APL-002-1236,"Rear Housing for iPhone 5 White",7,0,70.00,6.85,1.96,10.51,18.2435,16.1900,5.9900,,39.99,,0.00,,,,,
APL-002-1238,"Rear Housing for iPhone 5 Black",0,0,70.00,6.60,1.97,10.90,17.8870,15.8900,11.8900,,,,13.49,,,,,
APL-002-1242,"Rear Housing for iPhone 5 Green",0,0,0.00,0.00,0.00,0.00,28.9500,,2.9900,20.83,,,12.49,,,,,
APL-002-1282,"Rear Housing for iPhone 5S Black",2,0,50.00,6.50,6.54,8.70,16.5600,13.3400,9.9900,,,,0.00,,,,,
APL-002-1350,"Back Housing Cover for iPod Touch 4 Chrome",0,0,25.00,6.13,3.36,4.63,8.7970,7.4900,0.9900,,,,0.99,,,,,
APL-002-1966,"Touch Screen Digitizer Adhesive for iPad Mini",11,1,4.00,6.26,1.44,0.87,3.2880,2.5900,1.9900,,,,0.99,,,,,
APL-002-2059,"LCD Frame for iPhone 6 Plus - Black",13,0,6.00,6.46,2.02,1.24,2.8560,2.2900,0.9900,0.00,0.00,0.80,2.49,0.00,,,0.00,
APL-002-6363,"Touch Screen Adhesive Sticker for WIFI Version iPad Air 2",22,2,4.00,6.32,1.62,0.89,3.7030,2.9900,1.7900,,,,,0.00,,,,
APL-002-6365,"Front Middle Frame Bezel LCD Holder for iPhone 6 Plus - Black",78,0,5.00,6.50,0.86,0.90,3.1900,2.4900,0.3900,0.00,3.49,,2.49,0.00,,,0.00,
APL-002-6366,"LCD Frame for iPhone 6 Plus - White",0,0,5.00,6.50,0.86,0.90,2.2500,1.8900,0.9900,0.00,3.49,0.80,0.99,0.00,,,0.00,
APL-002-6368,"Front Bezel LCD Holder for iPhone 5 - Black",81,0,4.00,6.60,1.38,0.82,2.0500,1.7900,0.3900,,,,,1.78,,,,
APL-002-6369,"Front Middle Frame Bezel LCD Holder for iPhone 5 - White",87,0,4.00,6.60,1.38,0.82,2.0500,1.7900,0.3900,,,,,1.78,,,,
APL-002-6370,"Front Middle Frame Bezel LCD Holder for iPhone 5S - Black",105,0,4.00,6.60,1.38,0.82,2.0500,1.7900,0.3900,,2.49,0.60,,0.00,,,0.00,
