SKU,Title,Quantity,"30 Days Item Sale","Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
BTY-SAM-095,"Battery for Samsung Galaxy Tab 2 7.0 4000mAh ",0,0,4.19,1.00,0.54,4.73,8.9870,7.5900,0.0000,,19.99,,,,,,,
FLX-HTC-192,"HTC Inspire  Sim Card Ribbon Flex Cable",5,0,0.00,0.00,0.00,0.00,5.9500,3.1900,0.9900,,,,,6.91,,,,
FLX-HTC-324,"HTC Rhyme Main Phone Flex Cable",9,0,0.00,0.00,0.00,0.00,7.9500,5.1900,0.9900,,,,,15.50,,,,
FLX-HTC-366,"HTC Sensation XL Sim Card Socket Slot Tray Flex Cable",8,0,0.00,0.00,0.00,0.00,4.9500,2.9900,0.9900,,,,,5.15,,,,
FLX-HTC-432,"HTC Evo 3D Back Camera Flex Cable",5,0,0.00,0.00,0.00,0.00,5.9500,3.1900,0.9900,,,,,20.70,,,,
FLX-HTC-504,"HTC Windows 8X 6990L Front Camera Flex",5,0,0.00,0.00,0.00,0.00,6.9500,,0.9900,,,,,7.78,,,,
FLX-HTC-524,"HTC Droid DNA Front Facing Camera Flex Cable",12,0,0.00,0.00,0.00,0.00,9.9500,7.5900,0.9900,,,,,10.41,,,,
FLX-HTC-538,"HTC One M7 801e Daughter Board Connectors Volume Mic Headphone Jack Flex",0,0,90.00,6.50,1.22,14.03,21.4800,19.3900,0.9900,,,,,25.22,,,,
FLX-HTC-596,"SD Card Tray for HTC One M8 - Gunmetal Gray",5,0,9.00,6.45,2.08,1.72,3.9600,3.1900,2.4900,,4.49,,,,,,,
FLX-HTC-598,"SIM Card Tray for HTC One M8 - Gunmetal Gray",3,0,8.00,6.70,0.97,1.34,2.4900,2.4900,1.8900,,4.49,,,,,,,
FLX-HTC-609,"Earpiece Speaker for HTC One A9",2,0,4.00,6.46,2.54,1.01,2.4200,1.8900,1.9900,,4.99,,,,,,,
FLX-HTC-613,"Charging Port Flex Cable Replacement for HTC 10",0,0,0.00,0.00,0.00,0.00,15.0000,,0.0000,,,16.99,,,,,,
FLX-HTC-616,"Headphone Jack Replacement for HTC 10",0,0,0.00,0.00,0.00,0.00,9.9900,,8.9900,,,23.99,,,,,,
FLX-LGM-030,"LG G2X Optimus 2X P990 P999 Sim Card Memory Card Flex Cable",5,0,15.00,6.12,1.21,2.65,5.9625,4.3900,0.9900,,,,,10.41,,,,
FLX-LGM-258,"LG Optimus F3 P659 Home Button Charging Port Flex Cable",4,0,15.00,6.31,1.50,2.61,5.8725,4.3900,0.9900,,,,,,,,,7.99
FLX-LGM-550,"LG Optimus G PRO E980 SD and Sim Card Flex",0,0,25.00,6.43,3.20,4.39,7.7710,6.5900,0.0000,,,,,8.71,,,,7.99
FLX-LGM-590,"Headphone Jack Replacement for LG Nexus 5X",5,0,25.00,6.43,1.83,4.17,7.9200,6.6900,2.9900,,7.99,,,,,,,
FLX-LGM-599,"Loudspeaker Replacement with Frame for LG G Stylo",3,0,20.00,6.43,1.83,3.40,7.1400,5.6900,2.9900,,8.49,,,,,,,
FLX-MOT-106,"Motorola Droid X2 MB870 Back Camera Flex",9,0,0.00,0.00,0.00,0.00,7.9500,5.8900,0.9900,8.23,,,,,,,,
FLX-MOT-386,"Motorola MOTO X XT1060 Sim Card Tray - Black -",28,0,25.00,6.12,0.82,4.22,8.0180,6.7900,0.9900,,,,,8.61,,,,
FLX-MOT-499,"Motorola Droid MAXX XT1080M XT1080 Loudspeaker Buzzer Assembly",0,0,6.00,6.85,2.17,1.19,2.8600,2.2000,0.0000,,,,,6.49,,,,
FLX-MOT-510,"Motorola Droid Ultra XT1080 Loudspeaker Ringer Headphone Jack and Vibration Motor",0,0,6.00,6.50,3.19,1.41,4.9500,3.6900,0.0000,,,,,6.49,,,,
FLX-MOT-511,"Motorola Moto X XT1060 Loudspeaker Ringer Headphone Jack Housing",3,0,15.00,6.43,0.00,2.33,6.1700,4.5900,0.9900,,,,,6.49,,,,
FLX-NOK-052,"Nokia Lumia 1520 Sim Card Tray Holder Black",0,0,5.00,6.50,2.17,1.10,3.1440,2.4900,0.9900,,,,,5.09,,,,
FLX-SAM-072,"Power Button Flex Cable for Samsung Galaxy Nexus",4,0,2.00,6.30,1.62,0.57,1.4250,1.2900,0.9900,,,,,1.71,,,,
FLX-SAM-1252,"Earpiece Speaker With Earphone Jack for Samsung Galaxy Alpha",5,0,18.00,6.12,2.90,3.42,7.1820,5.6900,0.9900,,9.99,,,,,,,
FLX-SAM-1263,"USB Charging Port for Samsung Galaxy Nexus",100,0,0.00,0.00,0.00,0.00,2.9500,,0.9900,,,,,3.83,,,,
FLX-SAM-1389,"Samsung Galaxy Note Edge Stylus - Charcoal Black",6,0,15.00,6.36,9.29,3.82,6.3800,5.0900,0.0000,,7.49,,,,,,,
FLX-SAM-1516,"Samsung Galaxy Note 5 N920P Charging Port Flex Cable - Grade A",13,0,0.00,0.00,0.00,0.00,3.9900,,3.9900,,,,,5.14,,,,
FLX-SAM-719,"LCD Flex Cable for Samsung Galaxy Note 8.0 Tablet",8,0,0.00,0.00,0.00,0.00,6.9500,4.6900,0.9900,,,,,,,,,16.99
FLX-SNY-022,"Sony Xperia Z3 D6603 D6643 D6653 Charging Port",4,0,3.00,6.13,2.50,0.90,1.9500,,1.9900,,,2.99,,,,,,
FLX-SNY-024,"Sony Xperia Z3 Dual Earpiece Speaker",10,0,3.50,6.50,1.68,0.80,1.8750,1.5900,1.9900,,,,,,,,,4.99
FLX-SNY-044,"Power and Volume Button Flex Cable Replacement for Sony Xperia Z5 Compact",4,0,50.00,6.50,3.13,8.17,13.8900,11.1900,1.9900,,,,,14.21,,,,
FLX-TAB-068,"ASUS GOOGLE Nexus 7 ME370T USB Motherboard Flex",9,0,0.00,0.00,0.00,0.00,6.9500,,0.9900,,,,,7.85,,,,
FLX-TAB-108,"ASUS Transformer Pad TF300T Back Camera Flex",1,0,0.00,0.00,0.00,0.00,6.9500,,0.9900,,,,,7.78,,,,
SRN-HTC-1147,"LCD and Touch Screen Digitizer Assembly for HTC One A9",2,1,440.00,6.78,0.73,65.00,114.8000,106.8900,99.9900,,117.99,,,,,,,
SRN-HTC-1151,"LCD and Touch Screen Digitizer Replacement for HTC One X9 - White",4,0,400.00,6.43,0.71,62.32,84.1300,76.6900,39.9900,,84.99,,,,,,,
SRN-HTC-144,"HTC Evo 4G LTE LCD Screen + Digitzer Touch Screen - White",2,0,110.00,6.50,2.74,17.34,24.7700,22.7900,16.9900,,,,,41.99,,,,
SRN-HTC-186,"HTC G2 / Desire Z LCD Screen",4,0,45.00,6.32,0.00,7.12,13.9600,11.2900,13.9900,,,,,22.59,,,,29.99
SRN-HTC-252,"HTC Inspire / Desire HD LCD Screen",44,0,0.00,0.00,0.00,0.00,14.9500,14.8900,14.4900,,,,,,,,,22.99
SRN-HTC-336,"HTC Radar 4G Touch Screen Digitizer",8,0,0.00,0.00,0.00,0.00,8.9500,8.8900,10.9900,,,,,14.32,,,,
SRN-HTC-432,"HTC Titan 2 Touch Screen Digitizer - Black",3,0,0.00,0.00,0.00,0.00,14.9500,10.8900,4.9900,,,,,15.44,,,,
SRN-HTC-438,"HTC Titan Touch Screen Digitizer",10,0,0.00,0.00,0.00,0.00,12.9500,11.8900,4.9900,,,,,15.44,,,,
SRN-HTC-444,"HTC Trophy LCD Screen",8,0,0.00,0.00,0.00,0.00,13.9500,13.8900,4.9900,,,,,16.66,,,,
SRN-HTC-450,"HTC Trophy LCD + Touch Screen Digitizer",2,0,100.00,6.14,5.26,17.14,24.8530,22.8900,4.9900,,,,,50.83,,,,
SRN-HTC-462,"HTC Vivid LCD Screen",28,0,0.00,0.00,0.00,0.00,19.9500,15.7900,42.9900,,,,,21.39,,,,
SRN-HTC-486,"HTC Vivid Touch Screen Digitizer - White",13,0,0.00,0.00,0.00,0.00,9.9500,7.8900,14.9900,,,,,10.05,,,,
SRN-HTC-554,"HTC Verizon Droid DNA LCD + Touch Screen Digitizer",3,0,100.00,6.50,8.78,16.74,26.6100,24.4100,27.4900,,,,,26.68,,,,38.99
SRN-HTC-606,"HTC Trophy LCD and Touch Screen Digitizer with Frame",2,0,0.00,0.00,0.00,0.00,38.9500,,7.9900,,,,,44.19,,,,
SRN-LGM-170,"LG Optimus F7 US780 Touch Screen Digitizer - Black",0,0,40.00,6.50,1.24,6.34,11.1000,9.3900,0.0000,,14.99,,,,,,,
SRN-LGM-246,"LG Venice LG730 LCD Screen Display",74,0,0.00,0.00,0.00,0.00,6.9500,6.8900,10.4900,,,,,8.59,,,,
SRN-LGM-264,"LG Intuition VS950 LCD Screen",0,0,0.00,0.00,0.00,0.00,18.9500,,0.0000,,,,,23.75,,,,
SRN-LGM-360,"Touch Screen Digitizer for LG Optimus F6 D500 D505 Black",2,0,35.00,6.32,2.00,5.85,10.5300,9.0900,8.4900,,12.99,,,,,,,15.99
SRN-LGM-558,"LG Galaxy Nexus 4 E960 Back Housing Glass without Frame",0,0,0.00,0.00,0.00,0.00,8.9500,8.8900,0.0000,,,,,11.65,,,,
SRN-LGM-616,"LCD and Touch Screen Digitizer for LG G Vista D631 VS880",0,0,200.00,6.50,9.29,32.20,49.9100,45.3800,0.0000,,,,,61.88,,,,
SRN-LGM-647,"LG Optimus G Pro E980 LCD Assembly with Frame - Black",0,0,185.00,6.88,8.67,28.15,37.3000,34.6900,0.0000,,,,,66.73,,,,
SRN-NOK-076,"LCD + Touch Screen Digitizer with Frame for Nokia Lumia 928 Black",2,0,250.00,6.50,8.78,39.81,48.0800,37.9500,29.4900,,54.99,,,,,,,
SRN-SAM-1328,"Asus ZenFone 5 LCD With Digitizer Assembly - Black",0,0,80.00,6.30,11.46,14.52,21.7800,19.6900,19.9900,,,,,26.41,,,,
SRN-SAM-384,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S2 T989 - White",2,0,90.00,6.75,10.00,14.81,29.5800,27.4900,0.0000,,,,,37.90,,,,
TAB-SRN-751,"Touch Screen Digitizer Replacement for Samsung Galaxy Tab 3 Lite T111 - White",0,0,0.00,0.00,0.00,0.00,12.9900,,9.9900,,14.99,,,,,,,
