SKU,Title,"Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
FLX-SAM-804,"Samsung Galaxy Mega 6.3 I9200 i527 i9205 i9200 Power Button Connector Flex Cable",4.00,6.46,1.67,0.88,2.4250,2.0900,3.4900,,7.99,3.45,,,,,,
APL-003-1354,"Antenna Connector Cable for iPhone 5S",3.00,6.85,3.68,0.98,1.9500,1.6900,0.0000,2.69,,,,,,,,
BTY-COV-214,"Samsung Galaxy S4 R970 US Cellular Back Battery Door Cover – Black Mist",8.00,6.50,4.55,1.93,3.5000,2.7900,0.0000,,,,3.99,,,,,
BTY-COV-196,"Samsung Galaxy Note 3 N900V Verizon 4G LTE Back Battery Door Cover – Black",8.00,6.85,3.32,1.65,3.6800,2.9900,0.0000,,,,4.99,,,,,
BTY-COV-210,"Samsung Galaxy Note 3 N900P Back Battery Door Cover – Black",8.00,6.85,3.32,1.65,3.9560,3.1900,0.0000,,,,4.99,,,,,
FLX-SAM-822,"Samsung Galaxy Mega 6.3 i9200 i527 i9205 Loudspeaker Flex Cable - White",18.00,6.12,1.44,3.18,6.6780,5.2900,0.0000,,7.99,7.50,,,,,,
FLX-NOK-042,"Nokia Lumia 1520 Back Rear Camera Flex Cable",0.00,0.00,0.00,0.00,15.9500,13.7900,0.0000,,24.99,,,,,,,
FLX-HTC-528,"HTC Droid DNA Micro USB Charging Port Mic Flex Cable",30.00,6.50,2.29,4.97,9.0720,7.8900,0.0000,,12.99,,,,,,,
FLX-LGM-512,"LG Google Nexus 5 D820 D821 WiFi Antenna Cable Wire - Black",8.00,6.85,2.17,1.48,3.7260,3.0900,0.0000,,3.99,,,,,,,
BTY-COV-452,"Samsung Galaxy S3 i9300 Back Battery Door Cover - Pebble Blue",7.00,6.13,1.76,1.43,3.4320,2.6900,0.0000,,7.99,,,,,,,
BTY-COV-460,"Samsung Galaxy S3 L710 Back Battery Door Cover - Blue",7.00,6.89,4.28,1.64,2.6600,2.0900,0.0000,,7.99,,,,,,,
BTY-COV-486,"Samsung Galaxy Note 3 N900A ATT Back Battery Door Cover - Black",9.00,6.82,2.11,1.63,4.6400,3.4900,0.0000,,,,4.99,,,,,
APL-003-1390,"Sim Card Tray for iPad Air Silver",5.00,6.70,3.77,1.31,3.1400,2.4900,0.0000,,3.99,,,,,,,
APL-003-1392,"Sim Card Tray for iPad Air Grey",3.00,6.88,1.36,0.63,2.2000,1.8900,0.0000,,3.99,,,,,,,
FLX-MOT-366,"Motorola MOTO X XT1060 Ear Piece Speaker",3.00,6.50,1.66,0.72,1.8000,1.5900,0.0000,2.00,2.99,,,,,,,
FLX-MOT-394,"Motorola Droid MAXX XT1080M XT1080 Ear Piece Speaker",3.00,6.85,2.17,0.75,1.9250,1.6900,0.0000,,,,2.99,,,,,
FLX-MOT-398,"Motorola Droid MAXX XT1080M XT1080 Headphone Jack",6.00,6.31,1.88,1.25,3.0000,2.3900,0.0000,,,,5.99,,,,,
SRN-MOT-414,"Motorola Atrix 4G MB860 LCD Screen",0.00,0.00,0.00,0.00,12.9500,,0.0000,13.99,,,,,,,,
BTY-COV-504,"Samsung GALAXY S5 G900 Rear Housing White",20.00,6.88,6.02,3.78,9.2500,7.7900,0.0000,,12.99,,,,,,,
SRN-SAM-614,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - White",88.50,1.00,1.50,90.00,14.2500,104.9900,0.0000,105.00,142.99,135.99,139.99,,,,,
FLX-LGM-552,"LG Optimus G PRO E980 Home Button Charging Port Flex",22.00,6.50,2.29,3.74,7.9380,6.2900,0.0000,,14.99,,,,,,,
BTY-SAM-090,"Samsung Galaxy Tab 3 7.0 T210 T211 T4000E Battery 4000mAh",20.00,6.60,10.00,4.55,8.6450,7.2900,0.0000,,12.99,,,,,,,
BTY-SAM-092,"Samsung Galaxy Tab 3 8.0 T310 T311 T4450E Battery 4450mAh",6.48,1.00,0.54,7.02,11.9340,9.6900,0.0000,,14.99,,,,,,,
APL-003-1418,"Earpiece Anti-Dust Rubber Mesh for iPhone 5 5S 5C",1.00,6.46,0.14,0.18,1.5400,0.9900,0.0000,,2.49,2.50,,,,,,
SRN-NOK-070,"Touch Screen Digitizer for Nokia Lumia 1520 Black",110.00,6.60,6.40,17.64,25.5800,23.4900,0.0000,,,51.99,,,,,,
SRN-NOK-076,"LCD + Touch Screen Digitizer with Frame for Nokia Lumia 928 Black",220.00,6.85,7.75,33.25,48.0800,37.9500,0.0000,,54.99,,,,,,,
SRN-LGM-356,"Touch Screen Digitizer for LG Optimus G Pro E980 E985 F240 White",25.00,6.85,3.32,4.13,7.8500,6.6100,0.0000,,24.99,,,,,,,
SRN-SAM-864,"Touch Screen Digitizer for Samsung Galaxy Mega 5.8 i9150 i9152 Black",35.00,6.12,5.14,6.56,11.4800,9.6900,0.0000,,18.99,,,,,,,
SRN-SAM-866,"Touch Screen Digitizer for Samsung Galaxy Mega 5.8 i9150 i9152 White",35.00,6.50,0.00,5.38,11.8825,9.9900,0.0000,,18.99,,,,,,,
SRN-SAM-870,"Touch Screen Digitizer for Samsung Galaxy Grand 2 G7102 G7105 G7106 Black",35.00,6.30,7.78,6.79,11.8825,9.9900,0.0000,,12.99,,,,,,,
SRN-LGM-360,"Touch Screen Digitizer for LG Optimus F6 D500 D505 Black",35.00,6.32,2.00,5.85,10.5300,9.0900,0.0000,,12.99,,,,,,,
TAB-SRN-326,"Digitizer Touch Screen for Samsung Galaxy Tab 3 7.0 P3200 White",45.00,6.70,3.35,7.22,13.4640,10.8900,0.0000,,14.99,,,,,,,
SRN-SAM-1166,"Galaxy S4 Active i537 LCD + Touch Screen Digitizer with Frame Titanium Gray",34.00,1.00,1.42,35.42,48.7000,44.2900,0.0000,,,,138.49,,,,,
FLX-SAM-1038,"Samsung Galaxy Note 8.0 N5100 N5110 LCD Screen to Mainboard Flex Ribbon Cable",10.00,6.85,2.17,1.78,4.0900,3.2900,0.0000,,7.99,,,,,,,
SRN-LGM-550,"LG Optimus L90 D405 D415 Touch Screen Digitizer",30.00,6.50,7.95,5.84,9.3300,7.8900,0.0000,,12.99,,,,,,,
FLX-SAM-1057,"Charger Charging Connector Port Flex Cable For Samsung Galaxy Tab 3 10.1 P5200 Rev 1.0",10.00,6.12,2.90,2.11,4.7475,3.4900,0.0000,5.29,,,,,,,,
FLX-SAM-1252,"Earpiece Speaker With Earphone Jack for Samsung Galaxy Alpha G850F/ G850Y/ G850FQ/ G8508S/ G850A/ G850T/ G850M",18.00,6.12,2.90,3.42,7.1820,5.6900,0.0000,,9.99,,,,,,,
SRN-SAM-1198K,"Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - Grey with Tool Kit",0.00,0.00,0.00,0.00,159.9900,151.3900,0.0000,,,,169.99,,,,,
SRN-SAM-1206K,"Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - White with Tool Kit",0.00,0.00,0.00,0.00,159.9500,151.3900,0.0000,,,,169.99,,,,,
SRN-SAM-132K,"Galaxy S3 T999 i747 i535 L710 LCD + Touch Screen Digitizer - White with Tool Kit",0.00,0.00,0.00,0.00,59.9900,,0.0000,,,,67.99,,,,,
SRN-SAM-224K,"Galaxy S4 i9500 i9505 i337 i545 L720 M919 R970 LCD + Touch Screen Digitizer  - Black Mist  with Tool Kit",0.00,0.00,0.00,0.00,69.9900,,0.0000,,,,77.99,,,,,
SRN-SAM-230K,"Galaxy S4 i9500 i9505 i337 i545 L720 M919 R970 LCD + Touch Screen Digitizer  - White with Tool Kit",0.00,0.00,0.00,0.00,69.9900,,0.0000,,,,84.99,,,,,
SRN-SAM-248K,"Galaxy Note 2 LCD + Digitizer Touch Screen - Gray - No Frame with Tool Kit",0.00,0.00,0.00,0.00,84.9900,140.6900,0.0000,,,,85.99,,,,,
SRN-SAM-326K,"Galaxy Note 2 LCD + Digitizer Touch Screen - White - No Frame with Tool Kit",0.00,0.00,0.00,0.00,84.9900,133.6900,0.0000,,,,99.99,,,,,
SRN-SAM-612K,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - Black with Tool Kit",0.00,0.00,0.00,0.00,119.9900,144.5900,0.0000,,,,139.99,,,,,
SRN-SAM-614K,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - White with Tool Kit",0.00,0.00,0.00,0.00,119.9900,149.9900,0.0000,,,,139.99,,,,,
SRN-SAM-686K,"Galaxy Note 3 N9000 N900A N900T N900P N900V LCD Digitizer Touch Screen Gray - New with Tool Kit",0.00,0.00,0.00,0.00,139.9500,178.4900,0.0000,,,,154.99,,,,,
SRN-SAM-688K,"Galaxy Note 3 N9000 N900A N900T N900P N900V LCD Digitizer Touch Screen White - New with Tool Kit",0.00,0.00,0.00,0.00,137.9500,115.6900,0.0000,,,,139.99,,,,,
TAB-SRN-569,"Touch Screen Digitizer for Samsung Galaxy Tab PRO 8.4 T320 WIFI Version - Black",60.00,6.12,7.79,11.08,17.1740,15.1900,0.0000,,19.99,,,,,,,
SRN-LGM-172K,"LG Optimus G2 D800 D801 LCD + Touch Screen Digitizer Assembly - Black with Tool Kit",0.00,0.00,0.00,0.00,34.9500,49.4900,0.0000,,,,42.99,,,,,
SRN-LGM-294K,"LG Optimus G2 VS980 LS980 LCD + Touch Screen Digitizer Assembly with Verizon Logo - Black with Tool Kit",0.00,0.00,0.00,0.00,35.9500,51.3900,0.0000,,,,42.99,,,,,
BTY-SAM-095,"Samsung Galaxy Tab 2 7.0 P3100 P3110 P3113 P6200 4000mAh Battery",4.19,1.00,0.54,4.73,8.9870,7.5900,0.0000,,19.99,,,,,,,
FLX-HTC-576,"HTC ONE M7 801E Earpiece Sound Speaker",0.00,0.00,0.00,0.00,4.9500,,0.0000,,4.99,,,,,,,
APL-003-1479,"iPhone 4 4S Front Facing Camera Plastic Cap Ring",0.00,0.00,0.00,0.00,0.9500,0.9900,0.0000,,,,0.99,,,,,
APL-001-2061,"Touch Screen Digitizer for iPod Nano 7 - White",20.00,6.85,2.16,3.24,7.1800,5.6900,0.0000,,19.99,,,,,,,
APL-001-2062,"Touch Screen Digitizer for iPod Nano 7 - Black",0.00,0.00,0.00,0.00,17.0000,15.9900,0.0000,,17.99,,,,,,,
APL-001-2065,"LCD for iPod Nano 6",0.00,0.00,0.00,0.00,4.5000,5.9900,0.0000,7.99,12.99,,,,,,,
APL-003-1524,"Audio Flex Cable for iPod Nano 6 - White",0.00,0.00,0.00,0.00,1.9500,1.9900,0.0000,,4.99,,,,,,,
SRN-SAM-1258,"Galaxy A5 LCD + Touch Screen Digitizer + Home Button - Black - New",520.00,6.65,8.14,79.42,103.2500,96.1900,0.0000,,104.99,,,,,,,
FLX-SAM-1269,"Samsung Galaxy S6 G920F Charging Port Flex Cable Rev 0.6A",25.00,6.89,2.21,3.95,7.8300,6.5900,0.0000,9.99,12.99,,,,,,,
SRN-SAM-1281,"Samsung Galaxy Note 4 Touch Glass Gold",10.00,6.82,2.31,1.80,4.1400,3.3300,0.0000,,9.99,,,,,,,
SRN-SAM-1288,"Samsung Galaxy S6 Touch Screen Glass - Black Sapphire",9.00,6.89,5.33,2.08,3.6100,2.9900,0.0000,,,,5.99,,,,,
SRN-SAM-1291,"Samsung Galaxy Note Edge SM-N915 LCD Assembly",750.00,6.85,3.81,110.05,140.3100,131.5100,0.0000,,142.99,,,,,,,
FLX-HTC-581,"HTC One M8 Vibrator Module",20.00,6.13,2.50,3.67,5.9500,,0.0000,,7.99,,,,,,,
FLX-SNY-022,"Sony Xperia Z3 D6603 D6643 D6653 Charging Port",3.00,6.13,2.50,0.90,1.9500,,0.0000,,,4.50,,,,,,
BT-BP-30074,"BinTEK iPhone 6 Plus 2915 mAH Li-Polymer Premium Battery",3.50,1.00,0.56,4.06,9.9900,9.9900,0.0000,9.99,14.99,16.99,10.99,,,,,
SRN-SAM-1297,"LCD and Touch Screen Digitizer for Galaxy S6 Edge - Black Sapphire",910.00,6.89,3.00,132.51,175.2400,169.9900,0.0000,189.99,209.99,176.98,229.99,,,,,
SRN-SAM-1298,"Samsung Galaxy Note 4 Glass - Black",10.00,6.82,2.31,1.80,3.9100,3.1900,0.0000,,7.99,,5.99,,,,,
SRN-SAM-1300,"Samsung Galaxy Note 3 Glass - Jet Black",9.00,6.82,2.31,1.66,3.8200,3.0700,0.0000,,,,4.99,,,,,
SRN-SAM-1309,"Samsung Galaxy S6 Glass - White",9.00,6.82,0.90,1.45,5.4500,3.9900,0.0000,,,,5.99,,,,,
BT-BP-30140,"BinTEK™ Samsung Galaxy Tab 10.1 P7500/Note 10.1 N8000 7000mAH Li-Polymer Premium Battery",38.00,6.90,5.61,6.32,15.9900,15.9900,0.0000,,19.99,,,,,,,
BT-BP-30165,"BinTEK™ LG G Pad V500 BL-T10 4600mAH Li-Polymer Premium Battery",58.00,6.49,11.16,10.66,22.9900,22.9900,0.0000,,27.99,,,,,,,
FLX-MOT-501,"Motorola Moto G XT1032 Power Button Key",0.25,1.00,0.00,0.25,0.8750,0.5900,0.0000,3.08,,,,,,,,
FLX-SAM-1323,"Samsung Galaxy Note Edge N915V Charging Port Flex Cable",5.00,6.85,0.69,0.83,2.4500,1.8900,0.0000,,12.99,5.50,,,,,,
FLX-SAM-1350,"Samsung Galaxy S6 G920 Sim Card Tray - Silver",4.00,6.85,2.17,0.90,2.2500,1.8900,0.0000,2.49,2.99,,,,,,,
APL-003-1549,"iPad Mini 3 Home Button Flex with Home Button - Gold",10.00,6.70,3.35,1.99,4.0900,3.2900,0.0000,5.29,8.49,5.50,,,,,,
APL-003-1550,"iPad Mini 3 Home Button Flex with Home Button - Black",6.00,6.70,3.35,1.40,3.5300,2.7900,0.0000,5.29,19.99,5.50,5.99,,,,,
APL-003-1551,"iPad Mini 3 Home Button Flex with Home Button - White",4.00,6.60,2.53,0.99,2.8600,2.2900,0.0000,5.29,19.99,5.50,5.99,,,,,
BTY-COV-1558,"Samsung Galaxy Note 2 N7105 Back Housing Battery Door - Gray",8.50,6.50,0.79,1.43,3.8400,3.0900,0.0000,,7.99,,,,,,,
APL-003-1560,"iPhone 6 Front Camera Holder Bracket",0.50,6.88,0.15,0.09,0.4600,0.2900,0.0000,,2.99,,0.99,,,,,
APL-003-1561,"iPhone 6 Proximity Sensor Holder Bracket",0.50,6.88,0.15,0.09,0.4600,0.2900,0.0000,,2.99,0.50,0.49,,,,,
TAB-SRN-664,"Samsung Galaxy Tab 4 10.1 Digitizer - White SM-T530",50.00,6.82,7.35,8.41,14.8400,11.9900,0.0000,,,18.50,,,,,,
BTY-COV-1570,"Samsung Galaxy Note 5 Back Cover - White Pearl",30.00,6.89,2.32,4.69,10.7300,9.2400,0.0000,,12.99,14.45,,,,,,
FLX-SAM-1369,"Samsung Galaxy S6 Edge Plus Home Button Flex Cable - White",25.00,6.30,2.07,4.30,8.1700,6.8900,0.0000,,,12.50,12.99,,,,,
FLX-SAM-1379,"Samsung Galaxy Note 5 Home Button Flex Cable - Gold Platinum",25.00,6.85,1.23,3.83,8.1700,6.8900,0.0000,13.50,,,9.99,,,,,
SRN-SAM-1331,"Samsung Galaxy Note 5 LCD & Digitizer Touch Screen - White Pearl",145.00,1.00,1.50,146.50,25.0700,176.9900,0.0000,178.00,229.99,209.99,219.99,,,,,
SRN-SAM-1332,"Samsung Galaxy S6 Edge Plus LCD & Digitizer Touch Screen - Silver",1140.00,6.88,13.79,167.70,227.3600,216.4900,0.0000,,,239.98,,,,,,
SRN-SAM-1333,"Samsung Galaxy S6 Edge Plus LCD With Digitizer Touch Screen - White Pearl",1140.00,6.89,5.33,166.23,212.7300,202.5100,0.0000,,214.99,239.98,,,,,,
SRN-SAM-1334,"Samsung Galaxy S6 Edge Plus LCD & Digitizer Touch Screen - Black Sapphire",1140.00,6.88,12.90,167.57,219.3900,208.8600,0.0000,,219.99,239.98,,,,,,
SRN-SAM-1335,"LCD and Touch Screen Digitizer for Galaxy S6 Edge - White Pearl",915.00,6.90,9.29,133.96,49.8700,169.9900,0.0000,189.99,,176.98,229.99,,,,,
SRN-SAM-1338,"LCD and Touch Screen Digitizer for Galaxy S6 Edge - Gold Platinum",910.00,6.89,11.11,133.69,49.8700,169.9900,0.0000,189.99,182.99,176.98,,,,,,
FLX-SAM-1390,"Samsung Galaxy Note 5 N920 N920F N920A N920V  Stylus Flex Pen Writing Input",30.00,6.89,2.21,4.67,7.7500,6.0900,0.0000,,,,8.99,,,,,
SRN-SAM-1348,"Samsung Galaxy Note Edge N915A N915T LCD Assembly with Frame - Black",840.00,6.70,6.88,126.40,161.1600,151.0900,0.0000,,197.99,184.98,,,,,,
SRN-SAM-1350,"Samsung Galaxy Note Edge SM-N915 LCD Assembly White",780.00,6.85,5.73,114.71,154.2100,144.5900,0.0000,,157.99,,,,,,,
SRN-SAM-1358,"Samsung Galaxy Note 4 Front Glass - Pink",12.00,6.32,1.97,2.21,4.9700,3.6900,0.0000,,9.99,,,,,,,
FLX-HTC-596,"SD Card Tray for HTC One M8 - Gunmetal Gray",9.00,6.45,2.08,1.72,3.9600,3.1900,0.0000,,7.99,,,,,,,
FLX-HTC-598,"SIM Card Tray for HTC One M8 - Gunmetal Gray",3.00,6.82,7.35,1.52,1.5500,1.3900,0.0000,,7.99,,,,,,,
APL-003-1645,"Microphone Flex Cable for iPad 2",3.00,6.85,2.25,0.77,1.9800,1.6900,0.0000,,,,2.99,,,,,
FLX-SAM-1397,"Stylus Pen for Galaxy Note 5 - Silver Titanium",35.00,6.88,0.15,5.11,11.4100,9.5900,0.0000,,,,11.99,,,,,
SRN-SAM-1388,"Front Glass for Galaxy Note 5 - Black Sapphire",10.00,6.89,5.33,2.22,4.7000,3.4900,0.0000,5.00,,,5.99,,,,,
SRN-SAM-1389,"LCD and Touch Screen Digitizer for Galaxy Note 5 - Gold Platinum",1000.00,6.89,8.13,146.32,177.4500,176.9900,0.0000,178.00,229.99,209.99,219.99,,,,,
BTY-COV-1594,"Back Glass for Galaxy Note 5 - Black Sapphire",30.00,6.89,5.33,5.13,11.0600,9.2900,0.0000,,12.99,14.45,15.99,,,,,
BTY-COV-1595,"Back Glass for Galaxy Note 5 - Gold Platinum",30.00,6.89,2.32,4.69,11.0600,9.2900,0.0000,,12.99,14.45,15.99,,,,,
SRN-LGM-601,"Assembly LCD Touch Screen Digitizer For LG Tribute 2 LS665 H340 H340N H320 C50",190.00,6.89,9.57,28.97,33.8800,31.4900,0.0000,,,,35.99,,,,,
APL-001-2219,"iPhone 6 Glass With OCA Sticker - Black (Premium)",13.00,6.50,1.59,2.24,5.1800,3.8900,0.0000,6.00,,,7.99,,,,,
APL-001-2220,"Iphone 5G 5C 5S Glass With OCA - Black (Premium)",9.00,6.43,0.74,1.51,1.9900,,0.0000,,,,2.99,,,,,
